iter	RMSE
207	2.626553363
208	2.626544787
209	2.626535437
210	2.626530012
211	2.626523355
212	2.626514472
213	2.626507848
214	2.626496554
215	2.626489375
216	2.626483435
217	2.626472875
218	2.626462276
219	2.626459416
220	2.626454248
221	2.626446117
222	2.626439039
223	2.626433284
224	2.626423256
225	2.626415756
226	2.626408943
227	2.626404679
228	2.626393662
229	2.626384131
230	2.626372748
231	2.62636547
232	2.626352077
233	2.626344941
234	2.626337483
235	2.626329003
236	2.626323111
237	2.6263124
238	2.626309564
239	2.62630065
240	2.626298261
241	2.626292543
242	2.626286699
243	2.626279121
244	2.626273717
245	2.626263893
246	2.626255832
247	2.626251687
248	2.62625091
249	2.626246651
250	2.626239676
251	2.626232243
252	2.62622558
253	2.626214897
254	2.626211271
255	2.626207519
256	2.626203106
257	2.626193769
258	2.62619013
259	2.626181287
260	2.626171106
261	2.626164587
262	2.626159484
263	2.626150376
264	2.626142486
265	2.626138306
266	2.626130727
267	2.626122508
268	2.626119043
269	2.626111296
270	2.626104315
271	2.626098412
272	2.626093897
273	2.626085262
274	2.626075477
275	2.626064144
276	2.62605757
277	2.626050382
278	2.626042526
279	2.626037239
280	2.626028252
281	2.626022118
282	2.62601061
283	2.626005222
284	2.625996766
285	2.625991965
286	2.625984314
287	2.625977346
288	2.625969743
289	2.625960964
290	2.625955771
291	2.62594884
292	2.625944177
293	2.625937927
294	2.625930279
295	2.625922702
296	2.625916765
297	2.62590738
298	2.625897283
299	2.625891812
300	2.625886846
301	2.6258777
302	2.625869139
303	2.625859025
304	2.625852411
305	2.625845271
306	2.625840164
307	2.625832145
308	2.625822977
309	2.625811801
310	2.625802239
311	2.625792821
312	2.625786771
313	2.625777876
314	2.625769807
315	2.625763865
316	2.625754311
317	2.625746449
318	2.625737228
319	2.625731839
320	2.625725569
321	2.625719211
322	2.625710344
323	2.625701027
324	2.62569583
325	2.62568882
326	2.62568037
327	2.625672277
328	2.625663291
329	2.625655656
330	2.625647845
331	2.625644351
332	2.62563728
333	2.625628108
334	2.625621391
335	2.625612625
336	2.625604322
337	2.625594958
338	2.625588628
339	2.625580614
340	2.625571487
341	2.62556595
342	2.625559986
343	2.625550912
344	2.625539888
345	2.625530158
346	2.625519417
347	2.625512024
348	2.625500727
349	2.625490788
350	2.625482611
351	2.62547923
352	2.625469636
353	2.625460056
354	2.625450775
355	2.625444608
356	2.625438226
357	2.625429375
358	2.62541973
359	2.62541568
360	2.625401961
361	2.625394179
362	2.625386425
363	2.625379545
364	2.625374141
365	2.625370972
366	2.625362114
367	2.625352475
368	2.625343875
369	2.625333038
370	2.625326468
371	2.625316945
372	2.625311439
373	2.625304358
374	2.625297653
375	2.625287736
376	2.625281281
377	2.625273032
378	2.625261742
379	2.625256369
380	2.625251609
381	2.625246922
382	2.625239
383	2.625231351
384	2.625222473
385	2.625214843
386	2.625209577
387	2.62520475
388	2.625195405
389	2.625186638
390	2.625181452
391	2.625173427
392	2.62516267
393	2.625154592
394	2.62514852
395	2.625141112
396	2.625134379
397	2.625127263
398	2.625119638
399	2.625114532
400	2.625109954
401	2.625101415
402	2.62509841
403	2.625086917
404	2.625078449
405	2.625074683
406	2.625061676
407	2.625052696
408	2.625042368
409	2.625034482
410	2.625023396
411	2.625013691
412	2.625005768
413	2.624997757
414	2.624990231
415	2.624980901
416	2.624973272
417	2.624967378
418	2.624962108
419	2.624952972
420	2.624943484
421	2.62493224
422	2.624925585
423	2.624918076
424	2.624909933
425	2.624900295
426	2.624891695
427	2.62488075
428	2.624870584
429	2.624861723
430	2.624854716
431	2.624846119
432	2.62483793
433	2.624825596
434	2.624817318
435	2.624809442
436	2.62480046
437	2.624795381
438	2.624786545
439	2.624776745
440	2.624770498
441	2.624762443
442	2.624755796
443	2.624746249
444	2.624732257
445	2.624727368
446	2.624724957
447	2.624714491
448	2.624703637
449	2.624696431
450	2.624687756
451	2.624680289
452	2.624676755
453	2.624665225
454	2.624654573
455	2.624643826
456	2.624634652
457	2.624628411
458	2.624621808
459	2.624612343
460	2.624604513
461	2.624593361
462	2.624583947
463	2.624577335
464	2.624568741
465	2.62456193
466	2.624554955
467	2.624544794
468	2.624538139
469	2.624532337
470	2.624525901
471	2.62452059
472	2.624510942
473	2.624499738
474	2.624486929
475	2.624480616
476	2.624475292
477	2.62446514
478	2.624458285
479	2.624448404
480	2.624444185
481	2.624440165
482	2.624429252
483	2.624422664
484	2.624410832
485	2.624406181
486	2.624398619
487	2.624388646
488	2.624384469
489	2.624371368
490	2.624360498
491	2.624355375
492	2.624352429
493	2.624344519
494	2.624337431
495	2.624328233
496	2.624318794
497	2.624308778
498	2.624302648
499	2.624298881
500	2.62429166
501	2.624283596
502	2.624276171
503	2.624267755
504	2.624262518
505	2.624254944
506	2.624248943
507	2.62424203
508	2.62423572
509	2.62422901
510	2.624223837
511	2.624214317
512	2.624210951
513	2.624207721
514	2.624200239
515	2.624191674
516	2.624185358
517	2.624172663
518	2.624162672
519	2.624153921
520	2.624149482
521	2.62413926
522	2.624131918
523	2.624125033
524	2.624120584
525	2.624107242
526	2.624098543
527	2.624090973
528	2.624081011
529	2.624072716
530	2.624066024
531	2.62405976
532	2.62404978
533	2.624045493
534	2.624036352
535	2.624029115
536	2.624021273
537	2.624014076
538	2.624005254
539	2.623998395
540	2.623988082
541	2.623981972
542	2.623975946
543	2.623968371
544	2.623958806
545	2.623953288
546	2.623941063
547	2.623934761
548	2.62392556
549	2.623915872
550	2.623908845
551	2.623901785
552	2.623893777
553	2.623881946
554	2.623872106
555	2.623863038
556	2.623853303
557	2.623843668
558	2.623834956
559	2.62382299
560	2.623814327
561	2.623806155
562	2.623797907
563	2.623788401
564	2.623779223
565	2.62376876
566	2.623761383
567	2.62375346
568	2.623749005
569	2.623737444
570	2.623730878
571	2.623719002
572	2.62371274
573	2.623704888
574	2.623701504
575	2.623692422
576	2.623685946
577	2.623676951
578	2.623672538
579	2.623664629
580	2.623660296
581	2.623655548
582	2.623649209
583	2.623645157
584	2.623639968
585	2.623629411
586	2.623624099
587	2.623617343
588	2.623606889
589	2.623600012
590	2.623590273
591	2.62358238
592	2.623577261
593	2.623570109
594	2.623561554
595	2.623550814
596	2.623540469
597	2.623537674
598	2.623531007
599	2.623527887
600	2.623517153
601	2.623510858
602	2.62350543
603	2.623499229
604	2.623492038
605	2.623484392
606	2.623477058
607	2.623466256
608	2.623455876
609	2.623450128
610	2.623439952
611	2.623434707
612	2.623431403
613	2.623421387
614	2.623412343
615	2.623409417
616	2.6234061
617	2.623396494
618	2.623388854
619	2.623380078
620	2.623373556
621	2.623366519
622	2.623356341
623	2.623346931
624	2.623337635
625	2.623328557
626	2.623322327
627	2.623317276
628	2.62331339
629	2.623306582
630	2.623295878
631	2.623285488
632	2.623275047
633	2.623266445
634	2.623259901
635	2.623253514
636	2.623251179
637	2.623246148
638	2.623238777
639	2.623232332
640	2.623226304
641	2.623217027
642	2.623208296
643	2.623198712
644	2.623188622
645	2.623183342
646	2.623173794
647	2.623164285
648	2.623157295
649	2.623150331
650	2.623138793
651	2.623131197
652	2.62312167
653	2.62311367
654	2.623104758
655	2.623096876
656	2.623091799
657	2.623081896
658	2.623074252
659	2.623066698
660	2.623057928
661	2.623053063
662	2.623045949
663	2.623037601
664	2.623030327
665	2.623022019
666	2.623015213
667	2.623008094
668	2.623001123
669	2.62299548
670	2.62298673
671	2.62297863
672	2.622974256
673	2.622968187
674	2.622959853
675	2.622953693
676	2.622946072
677	2.622939159
678	2.622930943
679	2.622919763
680	2.622910141
681	2.622898871
682	2.622895017
683	2.622882493
684	2.622879462
685	2.622869474
686	2.622858839
687	2.622851587
688	2.622845122
689	2.622833057
690	2.622824313
691	2.622814223
692	2.622804764
693	2.622800287
694	2.622792811
695	2.622784966
696	2.6227751
697	2.622770038
698	2.622760989
699	2.62275291
700	2.622745246
701	2.622740166
702	2.622731571
703	2.622725795
704	2.62271923
705	2.622711077
706	2.622699518
707	2.622690835
708	2.622686428
709	2.622681389
710	2.622673794
711	2.622666505
712	2.62265494
713	2.622647166
714	2.622638765
715	2.622630629
716	2.622623176
717	2.622615435
718	2.622605823
719	2.622600077
720	2.622593308
721	2.622587445
722	2.622581307
723	2.622571979
724	2.622559096
725	2.622552286
726	2.622545713
727	2.622542592
728	2.622537418
729	2.622533033
730	2.622526457
731	2.622517733
732	2.622507715
733	2.622497008
734	2.622486104
735	2.622477863
736	2.62247294
737	2.622463319
738	2.622456053
739	2.622445611
740	2.622432812
741	2.622428233
742	2.622420401
743	2.622413431
744	2.622401398
745	2.622393286
746	2.62238783
747	2.62238268
748	2.622374078
749	2.622368325
750	2.622358398
751	2.622354625
752	2.622348804
753	2.622341287
754	2.622335095
755	2.622326073
756	2.622322775
757	2.622313272
758	2.622303229
759	2.622294509
760	2.622286965
761	2.62227424
762	2.622269353
763	2.622261826
764	2.622258763
765	2.622250934
766	2.6222454
767	2.622240574
768	2.622236993
769	2.622230989
770	2.622225841
771	2.622217235
772	2.62221088
773	2.622204181
774	2.622200144
775	2.622191634
776	2.622186856
777	2.622183451
778	2.622173828
779	2.62216592
780	2.622162046
781	2.622153276
782	2.622146812
783	2.622136151
784	2.622131799
785	2.622124263
786	2.622113545
787	2.622104164
788	2.622097359
789	2.622087009
790	2.622081624
791	2.622073645
792	2.622070783
793	2.622063344
794	2.622053551
795	2.622043202
796	2.622036226
797	2.62202683
798	2.622016743
799	2.622007587
800	2.622001571
801	2.62199641
802	2.621991853
803	2.621984757
804	2.621978245
805	2.62197476
806	2.621967284
807	2.621961608
808	2.621956055
809	2.621949112
810	2.621941539
811	2.62193161
812	2.621924376
813	2.621913193
814	2.621904988
815	2.621896668
816	2.621889048
817	2.621881179
818	2.621874633
819	2.621864889
820	2.621860855
821	2.621857342
822	2.621852192
823	2.621844473
824	2.621835774
825	2.62183096
826	2.621825645
827	2.621821302
828	2.621814564
829	2.621807278
830	2.62179944
831	2.621786479
832	2.621778423
833	2.621768807
834	2.621759257
835	2.621751337
836	2.621739976
837	2.621736515
838	2.621727894
839	2.621719376
840	2.621710805
841	2.621704865
842	2.621701086
843	2.621690459
844	2.621684079
845	2.621675953
846	2.621669875
847	2.621662229
848	2.621653529
849	2.621647689
850	2.621636865
851	2.621631838
852	2.62162539
853	2.6216156
854	2.621608029
855	2.621602042
856	2.62159592
857	2.621586149
858	2.621576554
859	2.621573035
860	2.621565063
861	2.621560382
862	2.621556902
863	2.621551834
864	2.621540728
865	2.621536527
866	2.621526637
867	2.621519443
868	2.621514294
869	2.621510257
870	2.621500025
871	2.621494328
872	2.621485685
873	2.621476406
874	2.621471518
875	2.621459005
876	2.621448883
877	2.621443267
878	2.621433517
879	2.621425056
880	2.62141623
881	2.621408761
882	2.621398585
883	2.62139373
884	2.621386796
885	2.621379305
886	2.621371193
887	2.6213626
888	2.621355465
889	2.621347614
890	2.621339413
891	2.62133179
892	2.62132287
893	2.621318578
894	2.621310644
895	2.621302666
896	2.621293903
897	2.621285726
898	2.621276723
899	2.621266198
900	2.621258326
901	2.621248878
902	2.621240005
903	2.621236609
904	2.621231672
905	2.621223829
906	2.621216908
907	2.621206956
908	2.62119791
909	2.621194225
910	2.621190429
911	2.621184189
912	2.621174941
913	2.621168466
914	2.621162604
915	2.621152026
916	2.621144481
917	2.621132527
918	2.621124992
919	2.621118246
920	2.621109254
921	2.621100068
922	2.621090524
923	2.621078575
924	2.621069688
925	2.621062986
926	2.621051991
927	2.621044136
928	2.621036304
929	2.621027323
930	2.621018546
931	2.621010782
932	2.621002105
933	2.620992926
934	2.620981709
935	2.620971624
936	2.620962272
937	2.620953084
938	2.620943614
939	2.620931932
940	2.620926571
941	2.620921403
942	2.620913125
943	2.62090299
944	2.620901056
945	2.620891298
946	2.620882496
947	2.620874527
948	2.620872502
949	2.620866253
950	2.620859677
951	2.620852273
952	2.620841503
953	2.620836341
954	2.620829938
955	2.620825137
956	2.620821917
957	2.620815719
958	2.620809594
959	2.620799872
960	2.620794146
961	2.620788828
962	2.620782141
963	2.620772301
964	2.620765562
965	2.62075818
966	2.620753228
967	2.620741485
968	2.620733043
969	2.620726321
970	2.620714541
971	2.620708185
972	2.620705058
973	2.620698984
974	2.620689254
975	2.620679295
976	2.620670257
977	2.620663722
978	2.620657161
979	2.62064913
980	2.6206402
981	2.62063331
982	2.620622374
983	2.620616918
984	2.620608852
985	2.620600016
986	2.620591772
987	2.620583985
988	2.620578156
989	2.620574643
990	2.620569555
991	2.620559669
992	2.620551467
993	2.620539273
994	2.620528631
995	2.620518803
996	2.620508188
997	2.620503883
998	2.620498124
999	2.620490023
1000	2.620482684
1001	2.620478358
1002	2.620472187
1003	2.620463391
1004	2.620460821
1005	2.620456905
1006	2.620447814
1007	2.620439067
1008	2.620431438
1009	2.620422599
1010	2.620412543
1011	2.620404668
1012	2.620396796
1013	2.620387974
1014	2.620379312
1015	2.620371231
1016	2.620364938
1017	2.620356106
1018	2.62035014
1019	2.620342918
1020	2.620333182
1021	2.620325017
1022	2.620317242
1023	2.620310778
1024	2.620303745
1025	2.620297407
1026	2.620289762
1027	2.620283111
1028	2.620277078
1029	2.620268661
1030	2.620258515
1031	2.620251886
1032	2.620244431
1033	2.62023803
1034	2.620232813
1035	2.620225069
1036	2.620219155
1037	2.62021472
1038	2.620209576
1039	2.62020397
1040	2.620200218
1041	2.620190637
1042	2.620182442
1043	2.620176277
1044	2.620170141
1045	2.620159727
1046	2.620153214
1047	2.620145864
1048	2.620136292
1049	2.620129377
1050	2.620123001
1051	2.620115051
1052	2.620109472
1053	2.620102708
1054	2.620094405
1055	2.620088484
1056	2.620077823
1057	2.620072868
1058	2.620066949
1059	2.62005716
1060	2.620048222
1061	2.620040936
1062	2.620031453
1063	2.620022399
1064	2.620016848
1065	2.620008283
1066	2.620003605
1067	2.619992289
1068	2.619986626
1069	2.619978822
1070	2.619973688
1071	2.619968645
1072	2.619960387
1073	2.619951918
1074	2.619943984
1075	2.619937214
1076	2.619931276
1077	2.619923495
1078	2.619920425
1079	2.619914033
1080	2.619908718
1081	2.619903845
1082	2.619898451
1083	2.619891923
1084	2.619883712
1085	2.619872642
1086	2.619864553
1087	2.619858035
1088	2.619849064
1089	2.619841586
1090	2.619839045
1091	2.6198332
1092	2.619824882
1093	2.619818534
1094	2.619809623
1095	2.619802405
1096	2.619798424
1097	2.619791215
1098	2.619784327
1099	2.619777833
1100	2.619773261
1101	2.619765382
1102	2.619756115
1103	2.619749817
1104	2.619744283
1105	2.619736302
1106	2.619726741
1107	2.619721558
1108	2.619711708
1109	2.619706106
1110	2.619697148
1111	2.619688713
1112	2.619679129
1113	2.61967235
1114	2.619665902
1115	2.619655588
1116	2.619647519
1117	2.619644644
1118	2.619637974
1119	2.619632113
1120	2.619623824
1121	2.619612672
1122	2.619601217
1123	2.619593987
1124	2.619588732
1125	2.619580797
1126	2.619575073
1127	2.619568656
1128	2.619560946
1129	2.619550389
1130	2.619544376
1131	2.619539679
1132	2.619530841
1133	2.619526047
1134	2.619520297
1135	2.619511618
1136	2.61950175
1137	2.619492689
1138	2.619487726
1139	2.619479539
1140	2.61947247
1141	2.619462572
1142	2.619456848
1143	2.619449286
1144	2.619439989
1145	2.619431971
1146	2.619423514
1147	2.619415961
1148	2.619407869
1149	2.619398535
1150	2.619392987
1151	2.619384339
1152	2.619378898
1153	2.619370437
1154	2.619364224
1155	2.619357822
1156	2.619352452
1157	2.619347528
1158	2.619338288
1159	2.619329682
1160	2.619327395
1161	2.619319664
1162	2.619314192
1163	2.61930666
1164	2.619300571
1165	2.619294705
1166	2.619289503
1167	2.619282258
1168	2.619276201
1169	2.619266505
1170	2.61926013
1171	2.619252283
1172	2.619244104
1173	2.619237058
1174	2.619224714
1175	2.619218873
1176	2.619210892
1177	2.61920407
1178	2.619195939
1179	2.619186445
1180	2.619175305
1181	2.619169331
1182	2.619161203
1183	2.619155558
1184	2.619148951
1185	2.619141388
1186	2.619132259
1187	2.619126525
1188	2.619118578
1189	2.619111957
1190	2.619105492
1191	2.619098321
1192	2.619090681
1193	2.619082712
1194	2.619075608
1195	2.619067669
1196	2.619061398
1197	2.619051219
1198	2.619045773
1199	2.619035218
1200	2.619027577
1201	2.619021497
1202	2.6190122
1203	2.619005051
1204	2.618998302
1205	2.618988039
1206	2.618981731
1207	2.618976697
1208	2.618968234
1209	2.618961801
1210	2.618952701
1211	2.618944721
1212	2.618940656
1213	2.618935592
1214	2.618930064
1215	2.618921087
1216	2.618912288
1217	2.618907694
1218	2.618899896
1219	2.618892198
1220	2.618882714
1221	2.618876386
1222	2.618866503
1223	2.618857384
1224	2.618852142
1225	2.618843293
1226	2.61883547
1227	2.618827771
1228	2.618817613
1229	2.618810823
1230	2.618803843
1231	2.618792385
1232	2.618786205
1233	2.618781743
1234	2.618769913
1235	2.618764072
1236	2.618756143
1237	2.618749777
1238	2.618737342
1239	2.618732345
1240	2.618723598
1241	2.618713749
1242	2.618704265
1243	2.618696776
1244	2.6186913
1245	2.61868131
1246	2.618673701
1247	2.618665565
1248	2.618657147
1249	2.618646777
1250	2.618637017
1251	2.618631186
1252	2.618622747
1253	2.618613443
1254	2.618603757
1255	2.618591955
1256	2.618583752
1257	2.618576175
1258	2.618565922
1259	2.618555436
1260	2.618547141
1261	2.618541429
1262	2.618539442
1263	2.618531458
1264	2.618526579
1265	2.618520799
1266	2.618510974
1267	2.618503438
1268	2.618495904
1269	2.618490539
1270	2.618483316
1271	2.618474227
1272	2.618467023
1273	2.618461359
1274	2.618453817
1275	2.618448375
1276	2.618438754
1277	2.618431849
1278	2.618426288
1279	2.618418932
1280	2.618411021
1281	2.618405038
1282	2.618394564
1283	2.618390212
1284	2.61838574
1285	2.618378915
1286	2.618370445
1287	2.61836302
1288	2.618357027
1289	2.618351196
1290	2.618339997
1291	2.618334993
1292	2.618329278
1293	2.618318738
1294	2.618312552
1295	2.618306744
1296	2.61829887
1297	2.618293016
1298	2.618287046
1299	2.618279262
1300	2.618270691
1301	2.618264194
1302	2.61825781
1303	2.618250375
1304	2.618244322
1305	2.618237906
1306	2.618231728
1307	2.618225851
1308	2.618219229
1309	2.618213591
1310	2.618205365
1311	2.618198813
1312	2.618191716
1313	2.618186977
1314	2.618179815
1315	2.618170912
1316	2.618164233
1317	2.618156068
1318	2.618147142
1319	2.61813949
1320	2.618133477
1321	2.618126043
1322	2.618116946
1323	2.618109107
1324	2.618103842
1325	2.618097145
1326	2.618093944
1327	2.618085809
1328	2.618078774
1329	2.618070656
1330	2.618062688
1331	2.618053626
1332	2.618044214
1333	2.618036815
1334	2.618030038
1335	2.618021869
1336	2.618015487
1337	2.618006334
1338	2.617999905
1339	2.617992377
1340	2.617985214
1341	2.617980773
1342	2.617974177
1343	2.617969209
1344	2.617959309
1345	2.617951204
1346	2.617948158
1347	2.617939013
1348	2.617930946
1349	2.617922471
1350	2.617914077
1351	2.617904626
1352	2.617899064
1353	2.617888197
1354	2.617879731
1355	2.617870927
1356	2.617863174
1357	2.617856066
1358	2.617845074
1359	2.617839769
1360	2.617829726
1361	2.617822672
1362	2.617815919
1363	2.617808906
1364	2.617801463
1365	2.617797745
1366	2.61779023
1367	2.617781329
1368	2.617774868
1369	2.617769696
1370	2.617762688
1371	2.617755742
1372	2.617748375
1373	2.617740829
1374	2.617734723
1375	2.61772968
1376	2.617718678
1377	2.617712227
1378	2.617705594
1379	2.617697644
1380	2.617691412
1381	2.617681615
1382	2.617673278
1383	2.617666514
1384	2.617659683
1385	2.6176524
1386	2.617643488
1387	2.617636553
1388	2.617632559
1389	2.617621455
1390	2.617615358
1391	2.617613342
1392	2.617607897
1393	2.617598526
1394	2.617592647
1395	2.617584666
1396	2.6175781
1397	2.617569527
1398	2.617562956
1399	2.61755661
1400	2.617550853
1401	2.617544087
1402	2.617536919
1403	2.617524922
1404	2.617518697
1405	2.617510742
1406	2.617503242
1407	2.617494377
1408	2.617489354
1409	2.617480507
1410	2.61747353
1411	2.617466258
1412	2.617457452
1413	2.617449525
1414	2.617443084
1415	2.617437236
1416	2.617428779
1417	2.617423575
1418	2.617416311
1419	2.617407566
1420	2.617401662
1421	2.61739341
1422	2.617386964
1423	2.617381575
1424	2.617375416
1425	2.617365104
1426	2.617353195
1427	2.617344417
1428	2.617336579
1429	2.617330132
1430	2.617324834
1431	2.617318557
1432	2.617312583
1433	2.617307411
1434	2.617300401
1435	2.617292717
1436	2.617283691
1437	2.617280197
1438	2.617270712
1439	2.617259647
1440	2.617254725
1441	2.617248339
1442	2.617244581
1443	2.617239801
1444	2.617234668
1445	2.617228748
1446	2.617222531
1447	2.617213461
1448	2.617209789
1449	2.61720393
1450	2.617198704
1451	2.617194497
1452	2.617186211
1453	2.617182709
1454	2.617173146
1455	2.617169851
1456	2.617164037
1457	2.617155752
1458	2.617149138
1459	2.617146623
1460	2.61714111
1461	2.617135033
1462	2.617128141
1463	2.617124881
1464	2.617116898
1465	2.61710876
1466	2.617101747
1467	2.617096035
1468	2.617087088
1469	2.61707814
1470	2.617070481
1471	2.61706387
1472	2.617052895
1473	2.617049369
1474	2.617041868
1475	2.617033286
1476	2.617026407
1477	2.61701938
1478	2.617012883
1479	2.617005646
1480	2.616996785
1481	2.616992519
1482	2.616984331
1483	2.616976071
1484	2.616969521
1485	2.61695912
1486	2.616950331
1487	2.616942055
1488	2.616937086
1489	2.616928985
1490	2.616922672
1491	2.616917033
1492	2.616906973
1493	2.616900928
1494	2.616894544
1495	2.616887645
1496	2.616882901
1497	2.61687758
1498	2.616868151
1499	2.616859346
1500	2.616853002
1501	2.616843754
1502	2.616836154
1503	2.616829915
1504	2.616820483
1505	2.616808719
1506	2.61680217
1507	2.616794774
1508	2.616791405
1509	2.616784309
1510	2.616777634
1511	2.61677076
1512	2.616761158
1513	2.616754226
1514	2.616746455
1515	2.616737426
1516	2.616730165
1517	2.616720848
1518	2.616716409
1519	2.616711549
1520	2.616702647
1521	2.616696907
1522	2.616685756
1523	2.616678137
1524	2.61667347
1525	2.616668164
1526	2.61666518
1527	2.616659218
1528	2.61664901
1529	2.616641675
1530	2.61663797
1531	2.616629756
1532	2.616623648
1533	2.616617672
1534	2.616610349
1535	2.616603509
1536	2.616592713
1537	2.616587921
1538	2.61657935
1539	2.616573597
1540	2.616566712
1541	2.616559945
1542	2.616556324
1543	2.616551402
1544	2.616545866
1545	2.616535041
1546	2.616530589
1547	2.61652015
1548	2.616508261
1549	2.61650117
1550	2.61649223
1551	2.616482988
1552	2.616478988
1553	2.616472734
1554	2.616467378
1555	2.616458302
1556	2.616454446
1557	2.616448061
1558	2.616442915
1559	2.616435371
1560	2.616427521
1561	2.616421487
1562	2.616413164
1563	2.616402262
1564	2.616395663
1565	2.616387919
1566	2.616382761
1567	2.616370927
1568	2.61636349
1569	2.616355133
1570	2.616348793
1571	2.61634182
1572	2.616334864
1573	2.616324264
1574	2.616318522
1575	2.616308743
1576	2.616300813
1577	2.616295139
1578	2.616291334
1579	2.61628484
1580	2.616281715
1581	2.616273488
1582	2.61626667
1583	2.61625906
1584	2.616253855
1585	2.616243713
1586	2.616238721
1587	2.616228803
1588	2.61622487
1589	2.616217186
1590	2.616210252
1591	2.616204055
1592	2.61619595
1593	2.616190851
1594	2.616184047
1595	2.616176345
1596	2.616165465
1597	2.616157578
1598	2.616149358
1599	2.616140099
1600	2.616134197
1601	2.616127446
1602	2.616122124
1603	2.616117055
1604	2.616106358
1605	2.616096203
1606	2.616089515
1607	2.616082776
1608	2.616072115
1609	2.616062423
1610	2.616057362
1611	2.616046813
1612	2.616035988
1613	2.616027344
1614	2.616022307
1615	2.616013991
1616	2.616006899
1617	2.616001831
1618	2.615997561
1619	2.615988874
1620	2.615984537
1621	2.615978213
1622	2.61597096
1623	2.61596375
1624	2.615957693
1625	2.615948634
1626	2.615940718
1627	2.615933401
1628	2.615926728
1629	2.615919865
1630	2.615912651
1631	2.615904265
1632	2.615897057
1633	2.615890899
1634	2.615883483
1635	2.615874151
1636	2.615866747
1637	2.615862123
1638	2.615857112
1639	2.61584623
1640	2.615840011
1641	2.615832702
1642	2.615827578
1643	2.615818703
1644	2.615813313
1645	2.61580812
1646	2.615796695
1647	2.615788525
1648	2.615778474
1649	2.615771896
1650	2.615761951
1651	2.615754059
1652	2.615748176
1653	2.615740265
1654	2.615735717
1655	2.615726541
1656	2.615721259
1657	2.615713752
1658	2.615704618
1659	2.615698981
1660	2.615695166
1661	2.615688485
1662	2.615683076
1663	2.615676096
